# This file was generated automatically from the data of the 
# models of the accelerators in the pymodels repository by the 
# function: 
#    siriuspy.optics.lattice_survey.generate_model_static_table.
#
# If any model change, please, run the script
# again and copy the generated file to replace this one.


#Magnets data 
#-----------


# Storage Ring (SI)
#---------------------------------------------------------
#Name                 Position @ center [m]
#---------------------------------------------------------
BO-39D:MA-B                383.6763      
BO-40U:MA-SF               388.3442      
BO-40U:MA-QF               388.6442      
BO-40D:MA-QD               392.7362      
BO-40D:MA-B                393.6121      
BO-41U:MA-CV               394.4880      
BO-41U:MA-CH               398.2300      
BO-41U:MA-QF               398.5800      
BO-41D:MA-B                403.5478      
BO-42U:MA-SF               408.2157      
BO-42U:MA-QF               408.5157      
BO-42D:MA-QD               412.6077      
BO-42D:MA-B                413.4836      
BO-43U:MA-SD               414.3595      
BO-43U:MA-CV               414.7595      
BO-43U:MA-CH               418.1015      
BO-43U:MA-QF               418.4515      
BO-43D:MA-B                423.4193      
BO-44U:MA-SF               428.0872      
BO-44U:MA-QF               428.3872      
BO-44D:MA-QD               432.4792      
BO-44D:MA-B                433.3551      
BO-45U:MA-CV               434.2310      
BO-45U:MA-CH               437.9730      
BO-45U:MA-QF               438.3230      
BO-45D:MA-B                443.2908      
BO-46U:MA-SF               447.9587      
BO-46U:MA-QF               448.2587      
BO-46D:MA-QD               452.3507      
BO-46D:MA-B                453.2266      
BO-47U:MA-CV               454.1025      
BO-47U:MA-CH               457.8445      
BO-47U:MA-QF               458.1945      
BO-47D:MA-B                463.1623      
BO-48U:MA-SD               464.0382      
BO-48U:MA-SF               467.8302      
BO-48U:MA-QF               468.1302      
BO-48D:PM-EjeKckr          468.8302      
BO-48D:MA-QD               472.2222      
BO-48D:MA-B                473.0981      
BO-49U:MA-CV               473.9740      
BO-49U:MA-QF               478.0660      
BO-49D:MA-CH               478.4160      
BO-49D:MA-B                483.0338      
BO-50U:MA-SF               487.7017      
BO-50U:MA-QF               488.0017      
BO-50D:MA-QD               492.0937      
BO-50D:MA-B                492.9696      
BO-01U:MA-CV               493.8454      



# Booster Transport Line (TB)
#---------------------------------------------------------
#Name                 Position @ center [m]
#---------------------------------------------------------
TB-01:MA-QD1                0.9768       
TB-01:MA-CH-1               1.1562       
TB-01:MA-CV-1               1.1562       
TB-01:MA-QF1                1.5384       
TB-01:MA-CH-2               3.1924       
TB-01:MA-CV-2               3.1924       
TB-01:MA-B                  3.8771       
TB-02:MA-QD2A               4.9775       
TB-02:MA-QF2A               5.3475       
TB-02:MA-CH-1               5.8475       
TB-02:MA-CV-1               5.8475       
TB-02:MA-QF2B              11.3115       
TB-02:MA-QD2B              11.6815       
TB-02:MA-CH-2              12.1810       
TB-02:MA-CV-2              12.1810       
TB-02:MA-B                 12.7817       
TB-03:MA-QF3               15.2713       
TB-03:MA-QD3               15.5773       
TB-03:MA-B                 16.3217       
TB-04:MA-CH                16.8751       
TB-04:MA-CV-1              16.8751       
TB-04:MA-QF4               18.1079       
TB-04:MA-QD4               18.4239       
TB-04:MA-CV-2              18.7461       
TB-04:MA-QS                18.7461       
TB-04:PM-InjSept           19.1237       



# SR Transport Line (TS)
#---------------------------------------------------------
#Name                 Position @ center [m]
#---------------------------------------------------------
TS-01:PM-EjeSeptF           0.2887       
TS-01:PM-EjeSeptG           1.1159       
TS-01:MA-CV-1               2.0046       
TS-01:MA-CV-1E2             2.9746       
TS-01:MA-QF1A               2.9746       
TS-01:MA-CH                 6.3978       
TS-01:MA-QF1B               6.3978       
TS-01:MA-CV-2               6.6678       
TS-01:MA-B                  7.6756       
TS-02:MA-CV-0               9.3414       
TS-02:MA-QD2                9.3414       
TS-02:MA-CH                10.6444       
TS-02:MA-QF2               10.6444       
TS-02:MA-CV                10.9444       
TS-02:MA-B                 12.1192       
TS-03:MA-CH                17.1820       
TS-03:MA-QF3               17.1820       
TS-03:MA-CV                17.4814       
TS-03:MA-B                 18.7838       
TS-04:MA-CV-0              20.4308       
TS-04:MA-QD4A              20.4308       
TS-04:MA-CV-1              22.5087       
TS-04:MA-CH                22.8087       
TS-04:MA-QF4               22.8087       
TS-04:MA-CV-1E2            23.5547       
TS-04:MA-QD4B              23.5547       
TS-04:MA-CV-2              24.5637       
TS-04:PM-InjSeptG-1        25.0274       
TS-04:PM-InjSeptG-2        25.8547       
TS-04:PM-InjSeptF          26.6433       
