# This file was generated automatically from the data of the 
# models of the accelerators in the pymodels repository by the 
# function: 
#    siriuspy.optics.lattice_survey.generate_model_static_table.
#
# If any model change, please, run the script
# again and copy the generated file to replace this one.


#Magnets data 
#-----------


# Storage Ring (SI)
#---------------------------------------------------------
#Name                 Position @ center [m]
#---------------------------------------------------------
SI-12M1:MA-SFB0            281.4867      
SI-12M1:MA-FCH             281.6527      
SI-12M1:MA-FCV             281.6527      
SI-12M1:MA-QDB2            281.8167      
SI-12M2:MA-QDB2            288.4122      
SI-12M2:MA-FCH             288.5762      
SI-12M2:MA-FCV             288.5762      
SI-12M2:MA-CH              288.7422      
SI-12M2:MA-CV              288.7422      
SI-12M2:MA-SFB0            288.7422      
SI-12M2:MA-QFB             289.1172      
SI-12M2:MA-QS              289.5822      
SI-12M2:MA-SDB0            289.5822      
SI-12M2:MA-QDB1            289.8772      
SI-12C1:MA-B1              290.6312      
SI-12C1:MA-CH              291.7302      
SI-12C1:MA-CV              291.7302      
SI-12C1:MA-SDB1            291.7302      
SI-12C1:MA-Q1              292.0752      
SI-12C1:MA-SFB1            292.5102      
SI-12C1:MA-Q2              292.9152      
SI-12C1:MA-QS              293.2602      
SI-12C1:MA-SDB2            293.2602      
SI-12C2:MA-B2              294.2907      
SI-12C2:MA-CV-1            295.4412      
SI-12C2:MA-SDB3            295.4412      
SI-12C2:MA-Q3              295.7862      
SI-12C2:MA-CH              296.1912      
SI-12C2:MA-SFB2            296.1912      
SI-12C2:MA-Q4              296.6262      
SI-12C2:MA-CV-2            297.0012      
SI-12C2:MA-FCH             297.3182      
SI-12C2:MA-FCV             297.3182      
SI-12C2:MA-QS              297.3182      
SI-12BC:MA-BC              298.0742      
SI-12C3:MA-Q4              299.5222      
SI-12C3:MA-CH              299.9572      
SI-12C3:MA-CV-1            299.9572      
SI-12C3:MA-SFA2            299.9572      
SI-12C3:MA-FCH             300.1302      
SI-12C3:MA-FCV             300.1302      
SI-12C3:MA-Q3              300.3622      
SI-12C3:MA-CV-2            300.7072      
SI-12C3:MA-QS              300.7072      
SI-12C3:MA-SDA3            300.7072      
SI-12C3:MA-B2              301.8577      
SI-12C4:MA-SDA2            302.8882      
SI-12C4:MA-Q2              303.2332      
SI-12C4:MA-SFA1            303.6382      
SI-12C4:MA-Q1              304.0732      
SI-12C4:MA-CH              304.4182      
SI-12C4:MA-CV              304.4182      
SI-12C4:MA-SDA1            304.4182      
SI-12C4:MA-B1              305.5172      
SI-13M1:MA-QDA             306.2712      
SI-13M1:MA-CH              306.5662      
SI-13M1:MA-CV              306.5662      
SI-13M1:MA-SDA0            306.5662      
SI-13M1:MA-FCH             306.7572      
SI-13M1:MA-FCV             306.7572      
SI-13M1:MA-QFA             306.9812      
SI-13M1:MA-QS              307.3062      
SI-13M1:MA-SFA0            307.3062      
SI-13M2:MA-QS              314.7617      
SI-13M2:MA-SFA0            314.7617      
SI-13M2:MA-QFA             315.0867      
SI-13M2:MA-FCH             315.3107      
SI-13M2:MA-FCV             315.3107      
SI-13M2:MA-CH              315.5017      
SI-13M2:MA-CV              315.5017      
SI-13M2:MA-SDA0            315.5017      
SI-13M2:MA-QDA             315.7967      
SI-13C1:MA-B1              316.5507      
SI-13C1:MA-CH              317.6497      
SI-13C1:MA-CV              317.6497      
SI-13C1:MA-SDA1            317.6497      
SI-13C1:MA-Q1              317.9947      
SI-13C1:MA-SFA1            318.4297      
SI-13C1:MA-Q2              318.8347      
SI-13C1:MA-QS              319.1797      
SI-13C1:MA-SDA2            319.1797      
SI-13C2:MA-B2              320.2102      
SI-13C2:MA-CV-1            321.3607      
SI-13C2:MA-SDA3            321.3607      
SI-13C2:MA-Q3              321.7057      
SI-13C2:MA-CH              322.1107      
SI-13C2:MA-SFA2            322.1107      
SI-13C2:MA-Q4              322.5457      
SI-13C2:MA-CV-2            322.9207      
SI-13C2:MA-FCH             323.2377      
SI-13C2:MA-FCV             323.2377      
SI-13C2:MA-QS              323.2377      
SI-13BC:MA-BC              323.9937      
SI-13C3:MA-Q4              325.4417      
SI-13C3:MA-CH              325.8767      
SI-13C3:MA-CV-1            325.8767      
SI-13C3:MA-SFB2            325.8767      
SI-13C3:MA-FCH             326.0497      
SI-13C3:MA-FCV             326.0497      
SI-13C3:MA-Q3              326.2817      
SI-13C3:MA-CV-2            326.6267      
SI-13C3:MA-QS              326.6267      
SI-13C3:MA-SDB3            326.6267      
SI-13C3:MA-B2              327.7772      
SI-13C4:MA-SDB2            328.8077      
SI-13C4:MA-Q2              329.1527      
SI-13C4:MA-SFB1            329.5577      
SI-13C4:MA-Q1              329.9927      
SI-13C4:MA-CH              330.3377      
SI-13C4:MA-CV              330.3377      
SI-13C4:MA-SDB1            330.3377      
SI-13C4:MA-B1              331.4367      
SI-14M1:MA-QDB1            332.1907      
SI-14M1:MA-QS              332.4857      
SI-14M1:MA-SDB0            332.4857      
SI-14M1:MA-QFB             332.9507      
SI-14M1:MA-CH              333.3257      
SI-14M1:MA-CV              333.3257      
SI-14M1:MA-SFB0            333.3257      
SI-14M1:MA-FCH             333.4917      
SI-14M1:MA-FCV             333.4917      
SI-14M1:MA-QDB2            333.6557      
SI-14SB:MA-IDC-1           335.5764      
SI-14SB:MA-IDC-2           338.3304      
SI-14M2:MA-QDB2            340.2512      
SI-14M2:MA-FCH             340.4152      
SI-14M2:MA-FCV             340.4152      
SI-14M2:MA-CH              340.5812      
SI-14M2:MA-CV              340.5812      
SI-14M2:MA-SFB0            340.5812      
SI-14M2:MA-QFB             340.9562      
SI-14M2:MA-QS              341.4212      
SI-14M2:MA-SDB0            341.4212      
SI-14M2:MA-QDB1            341.7162      
SI-14C1:MA-B1              342.4702      
SI-14C1:MA-CH              343.5692      
SI-14C1:MA-CV              343.5692      
SI-14C1:MA-SDB1            343.5692      
SI-14C1:MA-Q1              343.9142      
SI-14C1:MA-SFB1            344.3492      
SI-14C1:MA-Q2              344.7542      
SI-14C1:MA-QS              345.0992      
SI-14C1:MA-SDB2            345.0992      
SI-14C2:MA-B2              346.1297      
SI-14C2:MA-CV-1            347.2802      
SI-14C2:MA-SDB3            347.2802      
SI-14C2:MA-Q3              347.6252      
SI-14C2:MA-CH              348.0302      
SI-14C2:MA-SFB2            348.0302      
SI-14C2:MA-Q4              348.4652      
SI-14C2:MA-CV-2            348.8402      
SI-14C2:MA-FCH             349.1572      
SI-14C2:MA-FCV             349.1572      
SI-14C2:MA-QS              349.1572      
SI-14BC:MA-BC              349.9132      
SI-14C3:MA-Q4              351.3612      
SI-14C3:MA-CH              351.7962      
SI-14C3:MA-CV-1            351.7962      
SI-14C3:MA-SFP2            351.7962      
SI-14C3:MA-FCH             351.9692      
SI-14C3:MA-FCV             351.9692      
SI-14C3:MA-Q3              352.2012      
SI-14C3:MA-CV-2            352.5462      
SI-14C3:MA-QS              352.5462      
SI-14C3:MA-SDP3            352.5462      
SI-14C3:MA-B2              353.6967      
SI-14C4:MA-SDP2            354.7272      
SI-14C4:MA-Q2              355.0722      
SI-14C4:MA-SFP1            355.4772      
SI-14C4:MA-Q1              355.9122      
SI-14C4:MA-CH              356.2572      
SI-14C4:MA-CV              356.2572      
SI-14C4:MA-SDP1            356.2572      
SI-14C4:MA-B1              357.3562      
SI-15M1:MA-QDP1            358.1102      
SI-15M1:MA-QS              358.4052      
SI-15M1:MA-SDP0            358.4052      
SI-15M1:MA-QFP             358.8702      
SI-15M1:MA-CH              359.2452      
SI-15M1:MA-CV              359.2452      
SI-15M1:MA-SFP0            359.2452      
SI-15M1:MA-FCH             359.4112      
SI-15M1:MA-FCV             359.4112      
SI-15M1:MA-QDP2            359.5752      
SI-15M2:MA-QDP2            366.1707      
SI-15M2:MA-FCH             366.3347      
SI-15M2:MA-FCV             366.3347      
SI-15M2:MA-CH              366.5007      
SI-15M2:MA-CV              366.5007      
SI-15M2:MA-SFP0            366.5007      
SI-15M2:MA-QFP             366.8757      
SI-15M2:MA-QS              367.3407      
SI-15M2:MA-SDP0            367.3407      
SI-15M2:MA-QDP1            367.6357      
SI-15C1:MA-B1              368.3897      
SI-15C1:MA-CH              369.4887      
SI-15C1:MA-CV              369.4887      
SI-15C1:MA-SDP1            369.4887      
SI-15C1:MA-Q1              369.8337      
SI-15C1:MA-SFP1            370.2687      
SI-15C1:MA-Q2              370.6737      
SI-15C1:MA-QS              371.0187      
SI-15C1:MA-SDP2            371.0187      
SI-15C2:MA-B2              372.0492      
SI-15C2:MA-CV-1            373.1997      
SI-15C2:MA-SDP3            373.1997      
SI-15C2:MA-Q3              373.5447      
SI-15C2:MA-CH              373.9497      
SI-15C2:MA-SFP2            373.9497      
SI-15C2:MA-Q4              374.3847      
SI-15C2:MA-CV-2            374.7597      
SI-15C2:MA-FCH             375.0767      
SI-15C2:MA-FCV             375.0767      
SI-15C2:MA-QS              375.0767      
SI-15BC:MA-BC              375.8327      
SI-15C3:MA-Q4              377.2807      
SI-15C3:MA-CH              377.7157      
SI-15C3:MA-CV-1            377.7157      
SI-15C3:MA-SFB2            377.7157      
SI-15C3:MA-FCH             377.8887      
SI-15C3:MA-FCV             377.8887      
SI-15C3:MA-Q3              378.1207      
SI-15C3:MA-CV-2            378.4657      
SI-15C3:MA-QS              378.4657      
SI-15C3:MA-SDB3            378.4657      
SI-15C3:MA-B2              379.6162      
SI-15C4:MA-SDB2            380.6467      
SI-15C4:MA-Q2              380.9917      
SI-15C4:MA-SFB1            381.3967      
SI-15C4:MA-Q1              381.8317      
SI-15C4:MA-CH              382.1767      
SI-15C4:MA-CV              382.1767      
SI-15C4:MA-SDB1            382.1767      
SI-15C4:MA-B1              383.2757      
SI-16M1:MA-QDB1            384.0297      
SI-16M1:MA-QS              384.3247      
SI-16M1:MA-SDB0            384.3247      
SI-16M1:MA-QFB             384.7897      
SI-16M1:MA-CH              385.1647      
SI-16M1:MA-CV              385.1647      
SI-16M1:MA-SFB0            385.1647      
SI-16M1:MA-FCH             385.3307      
SI-16M1:MA-FCV             385.3307      
SI-16M1:MA-QDB2            385.4947      
SI-16M2:MA-QDB2            392.0902      
SI-16M2:MA-FCH             392.2542      
SI-16M2:MA-FCV             392.2542      
SI-16M2:MA-CH              392.4202      
SI-16M2:MA-CV              392.4202      
SI-16M2:MA-SFB0            392.4202      
SI-16M2:MA-QFB             392.7952      
SI-16M2:MA-QS              393.2602      
SI-16M2:MA-SDB0            393.2602      
SI-16M2:MA-QDB1            393.5552      
SI-16C1:MA-B1              394.3092      
SI-16C1:MA-CH              395.4082      
SI-16C1:MA-CV              395.4082      
SI-16C1:MA-SDB1            395.4082      
SI-16C1:MA-Q1              395.7532      
SI-16C1:MA-SFB1            396.1882      
SI-16C1:MA-Q2              396.5932      
SI-16C1:MA-QS              396.9382      
SI-16C1:MA-SDB2            396.9382      
SI-16C2:MA-B2              397.9687      
SI-16C2:MA-CV-1            399.1192      
SI-16C2:MA-SDB3            399.1192      
SI-16C2:MA-Q3              399.4642      
SI-16C2:MA-CH              399.8692      
SI-16C2:MA-SFB2            399.8692      
SI-16C2:MA-Q4              400.3042      
SI-16C2:MA-CV-2            400.6792      
SI-16C2:MA-FCH             400.9962      
SI-16C2:MA-FCV             400.9962      
SI-16C2:MA-QS              400.9962      
SI-16BC:MA-BC              401.7522      
SI-16C3:MA-Q4              403.2002      
SI-16C3:MA-CH              403.6352      
SI-16C3:MA-CV-1            403.6352      
SI-16C3:MA-SFA2            403.6352      
SI-16C3:MA-FCH             403.8082      
SI-16C3:MA-FCV             403.8082      
SI-16C3:MA-Q3              404.0402      
SI-16C3:MA-CV-2            404.3852      
SI-16C3:MA-QS              404.3852      
SI-16C3:MA-SDA3            404.3852      
SI-16C3:MA-B2              405.5357      
SI-16C4:MA-SDA2            406.5662      
SI-16C4:MA-Q2              406.9112      
SI-16C4:MA-SFA1            407.3162      
SI-16C4:MA-Q1              407.7512      
SI-16C4:MA-CH              408.0962      
SI-16C4:MA-CV              408.0962      
SI-16C4:MA-SDA1            408.0962      
SI-16C4:MA-B1              409.1952      
SI-17M1:MA-QDA             409.9492      
SI-17M1:MA-CH              410.2442      
SI-17M1:MA-CV              410.2442      
SI-17M1:MA-SDA0            410.2442      
SI-17M1:MA-FCH             410.4352      
SI-17M1:MA-FCV             410.4352      
SI-17M1:MA-QFA             410.6592      
SI-17M1:MA-QS              410.9842      
SI-17M1:MA-SFA0            410.9842      
SI-17M2:MA-QS              418.4397      
SI-17M2:MA-SFA0            418.4397      
SI-17M2:MA-QFA             418.7647      
SI-17M2:MA-FCH             418.9887      
SI-17M2:MA-FCV             418.9887      
SI-17M2:MA-CH              419.1797      
SI-17M2:MA-CV              419.1797      
SI-17M2:MA-SDA0            419.1797      
SI-17M2:MA-QDA             419.4747      
SI-17C1:MA-B1              420.2287      
SI-17C1:MA-CH              421.3277      
SI-17C1:MA-CV              421.3277      
SI-17C1:MA-SDA1            421.3277      
SI-17C1:MA-Q1              421.6727      
SI-17C1:MA-SFA1            422.1077      
SI-17C1:MA-Q2              422.5127      
SI-17C1:MA-QS              422.8577      
SI-17C1:MA-SDA2            422.8577      
SI-17C2:MA-B2              423.8882      
SI-17C2:MA-CV-1            425.0387      
SI-17C2:MA-SDA3            425.0387      
SI-17C2:MA-Q3              425.3837      
SI-17C2:MA-CH              425.7887      
SI-17C2:MA-SFA2            425.7887      
SI-17C2:MA-Q4              426.2237      
SI-17C2:MA-CV-2            426.5987      
SI-17C2:MA-FCH             426.9157      
SI-17C2:MA-FCV             426.9157      
SI-17C2:MA-QS              426.9157      
SI-17BC:MA-BC              427.6717      
SI-17C3:MA-Q4              429.1197      
SI-17C3:MA-CH              429.5547      
SI-17C3:MA-CV-1            429.5547      
SI-17C3:MA-SFB2            429.5547      
SI-17C3:MA-FCH             429.7277      
SI-17C3:MA-FCV             429.7277      
SI-17C3:MA-Q3              429.9597      
SI-17C3:MA-CV-2            430.3047      
SI-17C3:MA-QS              430.3047      
SI-17C3:MA-SDB3            430.3047      
SI-17C3:MA-B2              431.4552      
SI-17C4:MA-SDB2            432.4857      
SI-17C4:MA-Q2              432.8307      
SI-17C4:MA-SFB1            433.2357      
SI-17C4:MA-Q1              433.6707      
SI-17C4:MA-CH              434.0157      
SI-17C4:MA-CV              434.0157      
SI-17C4:MA-SDB1            434.0157      
SI-17C4:MA-B1              435.1147      
SI-18M1:MA-QDB1            435.8687      
SI-18M1:MA-QS              436.1637      
SI-18M1:MA-SDB0            436.1637      
SI-18M1:MA-QFB             436.6287      
SI-18M1:MA-CH              437.0037      
SI-18M1:MA-CV              437.0037      
SI-18M1:MA-SFB0            437.0037      
SI-18M1:MA-FCH             437.1697      
SI-18M1:MA-FCV             437.1697      
SI-18M1:MA-QDB2            437.3337      
SI-18M2:MA-QDB2            443.9292      
SI-18M2:MA-FCH             444.0932      
SI-18M2:MA-FCV             444.0932      
SI-18M2:MA-CH              444.2592      
SI-18M2:MA-CV              444.2592      
SI-18M2:MA-SFB0            444.2592      
SI-18M2:MA-QFB             444.6342      
SI-18M2:MA-QS              445.0992      
SI-18M2:MA-SDB0            445.0992      
SI-18M2:MA-QDB1            445.3942      
SI-18C1:MA-B1              446.1482      
SI-18C1:MA-CH              447.2472      
SI-18C1:MA-CV              447.2472      
SI-18C1:MA-SDB1            447.2472      
SI-18C1:MA-Q1              447.5922      
SI-18C1:MA-SFB1            448.0272      
SI-18C1:MA-Q2              448.4322      
SI-18C1:MA-QS              448.7772      
SI-18C1:MA-SDB2            448.7772      
SI-18C2:MA-B2              449.8077      
SI-18C2:MA-CV-1            450.9582      
SI-18C2:MA-SDB3            450.9582      
SI-18C2:MA-Q3              451.3032      
SI-18C2:MA-CH              451.7082      
SI-18C2:MA-SFB2            451.7082      
SI-18C2:MA-Q4              452.1432      
SI-18C2:MA-CV-2            452.5182      
SI-18C2:MA-FCH             452.8352      
SI-18C2:MA-FCV             452.8352      
SI-18C2:MA-QS              452.8352      
SI-18BC:MA-BC              453.5912      
SI-18C3:MA-Q4              455.0392      
SI-18C3:MA-CH              455.4742      
SI-18C3:MA-CV-1            455.4742      
SI-18C3:MA-SFP2            455.4742      
SI-18C3:MA-FCH             455.6472      
SI-18C3:MA-FCV             455.6472      
SI-18C3:MA-Q3              455.8792      
SI-18C3:MA-CV-2            456.2242      
SI-18C3:MA-QS              456.2242      
SI-18C3:MA-SDP3            456.2242      
SI-18C3:MA-B2              457.3747      
SI-18C4:MA-SDP2            458.4052      
SI-18C4:MA-Q2              458.7502      
SI-18C4:MA-SFP1            459.1552      
SI-18C4:MA-Q1              459.5902      
SI-18C4:MA-CH              459.9352      
SI-18C4:MA-CV              459.9352      
SI-18C4:MA-SDP1            459.9352      
SI-18C4:MA-B1              461.0342      
SI-19M1:MA-QDP1            461.7882      
SI-19M1:MA-QS              462.0832      
SI-19M1:MA-SDP0            462.0832      
SI-19M1:MA-QFP             462.5482      
SI-19M1:MA-CH              462.9232      
SI-19M1:MA-CV              462.9232      
SI-19M1:MA-SFP0            462.9232      
SI-19M1:MA-FCH             463.0892      
SI-19M1:MA-FCV             463.0892      
SI-19M1:MA-QDP2            463.2532      
SI-19M2:MA-QDP2            469.8487      
SI-19M2:MA-FCH             470.0127      
SI-19M2:MA-FCV             470.0127      
SI-19M2:MA-CH              470.1787      
SI-19M2:MA-CV              470.1787      
SI-19M2:MA-SFP0            470.1787      
SI-19M2:MA-QFP             470.5537      
SI-19M2:MA-QS              471.0187      
SI-19M2:MA-SDP0            471.0187      
SI-19M2:MA-QDP1            471.3137      
SI-19C1:MA-B1              472.0677      
SI-19C1:MA-CH              473.1667      
SI-19C1:MA-CV              473.1667      
SI-19C1:MA-SDP1            473.1667      
SI-19C1:MA-Q1              473.5117      
SI-19C1:MA-SFP1            473.9467      
SI-19C1:MA-Q2              474.3517      
SI-19C1:MA-QS              474.6967      
SI-19C1:MA-SDP2            474.6967      
SI-19C2:MA-B2              475.7272      
SI-19C2:MA-CV-1            476.8777      
SI-19C2:MA-SDP3            476.8777      
SI-19C2:MA-Q3              477.2227      
SI-19C2:MA-CH              477.6277      
SI-19C2:MA-SFP2            477.6277      
SI-19C2:MA-Q4              478.0627      
SI-19C2:MA-CV-2            478.4377      
SI-19C2:MA-FCH             478.7547      
SI-19C2:MA-FCV             478.7547      
SI-19C2:MA-QS              478.7547      
SI-19BC:MA-BC              479.5107      
SI-19C3:MA-Q4              480.9587      
SI-19C3:MA-CH              481.3937      
SI-19C3:MA-CV-1            481.3937      
SI-19C3:MA-SFB2            481.3937      
SI-19C3:MA-FCH             481.5667      
SI-19C3:MA-FCV             481.5667      
SI-19C3:MA-Q3              481.7987      
SI-19C3:MA-CV-2            482.1437      
SI-19C3:MA-QS              482.1437      
SI-19C3:MA-SDB3            482.1437      
SI-19C3:MA-B2              483.2942      
SI-19C4:MA-SDB2            484.3247      
SI-19C4:MA-Q2              484.6697      
SI-19C4:MA-SFB1            485.0747      
SI-19C4:MA-Q1              485.5097      
SI-19C4:MA-CH              485.8547      
SI-19C4:MA-CV              485.8547      
SI-19C4:MA-SDB1            485.8547      
SI-19C4:PM-PingV           486.2247      
SI-19C4:MA-B1              486.9537      
SI-20M1:MA-QDB1            487.7077      
SI-20M1:MA-QS              488.0027      
SI-20M1:MA-SDB0            488.0027      
SI-20M1:MA-QFB             488.4677      
SI-20M1:MA-CH              488.8427      
SI-20M1:MA-CV              488.8427      
SI-20M1:MA-SFB0            488.8427      
SI-20M1:MA-FCH             489.0087      
SI-20M1:MA-FCV             489.0087      
SI-20M1:MA-QDB2            489.1727      
SI-20M2:MA-QDB2            495.7682      
SI-20M2:MA-FCH             495.9322      
SI-20M2:MA-FCV             495.9322      
SI-20M2:MA-CH              496.0982      
SI-20M2:MA-CV              496.0982      
SI-20M2:MA-SFB0            496.0982      
SI-20M2:MA-QFB             496.4732      
SI-20M2:MA-QS              496.9382      
SI-20M2:MA-SDB0            496.9382      
SI-20M2:MA-QDB1            497.2332      
SI-20C1:MA-B1              497.9872      
SI-20C1:MA-CH              499.0862      
SI-20C1:MA-CV              499.0862      
SI-20C1:MA-SDB1            499.0862      
SI-20C1:MA-Q1              499.4312      
SI-20C1:MA-SFB1            499.8662      
SI-20C1:MA-Q2              500.2712      
SI-20C1:MA-QS              500.6162      
SI-20C1:MA-SDB2            500.6162      
SI-20C2:MA-B2              501.6467      
SI-20C2:MA-CV-1            502.7972      
SI-20C2:MA-SDB3            502.7972      
SI-20C2:MA-Q3              503.1422      
SI-20C2:MA-CH              503.5472      
SI-20C2:MA-SFB2            503.5472      
SI-20C2:MA-Q4              503.9822      
SI-20C2:MA-CV-2            504.3572      
SI-20C2:MA-FCH             504.6742      
SI-20C2:MA-FCV             504.6742      
SI-20C2:MA-QS              504.6742      
SI-20BC:MA-BC              505.4302      
SI-20C3:MA-Q4              506.8782      
SI-20C3:MA-CH              507.3132      
SI-20C3:MA-CV-1            507.3132      
SI-20C3:MA-SFA2            507.3132      
SI-20C3:MA-FCH             507.4862      
SI-20C3:MA-FCV             507.4862      
SI-20C3:MA-Q3              507.7182      
SI-20C3:MA-CV-2            508.0632      
SI-20C3:MA-QS              508.0632      
SI-20C3:MA-SDA3            508.0632      
SI-20C3:MA-B2              509.2137      
SI-20C4:MA-SDA2            510.2442      
SI-20C4:MA-Q2              510.5892      
SI-20C4:MA-SFA1            510.9942      
SI-20C4:MA-Q1              511.4292      
SI-20C4:MA-CH              511.7742      
SI-20C4:MA-CV              511.7742      
SI-20C4:MA-SDA1            511.7742      
SI-20C4:MA-B1              512.8732      
SI-01M1:MA-QDA             513.6272      
SI-01M1:MA-CH              513.9222      
SI-01M1:MA-CV              513.9222      
SI-01M1:MA-SDA0            513.9222      
SI-01M1:MA-FFCH            514.1132      
SI-01M1:MA-FFCV            514.1132      
SI-01M1:MA-QFA             514.3372      
SI-01M1:MA-QS              514.6622      
SI-01M1:MA-SFA0            514.6622      



# Booster (BO)
#---------------------------------------------------------
#Name                 Position @ center [m]
#---------------------------------------------------------
BO-01U:MA-CH                0.8000       
BO-01U:MA-QF                1.1500       
BO-01D:PM-InjKckr           1.8500       
BO-01D:MA-B                 6.1179       
BO-02U:MA-SF               10.7857       
BO-02U:MA-QF               11.0857       
BO-02D:MA-QS               11.3857       
BO-02D:MA-QD               15.1777       
BO-02D:MA-B                16.0536       
BO-03U:MA-SD               16.9295       
BO-03U:MA-CV               17.3295       
BO-03U:MA-CH               20.6715       
BO-03U:MA-QF               21.0215       
BO-03D:MA-B                25.9894       
BO-04U:MA-SF               30.6572       
BO-04U:MA-QF               30.9572       
BO-04D:MA-QD               35.0492       
BO-04D:MA-B                35.9251       
BO-05U:MA-CV               36.8010       
BO-05U:MA-CH               40.5430       
BO-05U:MA-QF               40.8930       
BO-05D:MA-B                45.8609       
BO-06U:MA-SF               50.5287       
BO-06U:MA-QF               50.8287       
BO-06D:MA-QD               54.9207       
BO-06D:MA-B                55.7966       
BO-07U:MA-CV               56.6725       
BO-07U:MA-CH               60.4145       
BO-07U:MA-QF               60.7645       
BO-07D:MA-B                65.7324       
BO-08U:MA-SD               66.6082       
BO-08U:MA-SF               70.4002       
BO-08U:MA-QF               70.7002       
BO-08D:MA-QD               74.7922       
BO-08D:MA-B                75.6681       
BO-09U:MA-CV               76.5440       
BO-09U:MA-CH               80.2860       
BO-09U:MA-QF               80.6360       
BO-09D:MA-B                85.6039       
BO-10U:MA-SF               90.2717       
BO-10U:MA-QF               90.5717       
BO-10D:MA-QD               94.6637       
BO-10D:MA-B                95.5396       
BO-11U:MA-CV               96.4155       
BO-11U:MA-CH               100.1575      
BO-11U:MA-QF               100.5075      
BO-11D:MA-B                105.4754      
BO-12U:MA-SF               110.1432      
BO-12U:MA-QF               110.4432      
BO-12D:MA-QD               114.5352      
BO-12D:MA-B                115.4111      
BO-13U:MA-SD               116.2870      
BO-13U:MA-CV               116.6870      
BO-13U:MA-CH               120.0290      
BO-13U:MA-QF               120.3790      
BO-13D:MA-B                125.3469      
BO-14U:MA-SF               130.0147      
BO-14U:MA-QF               130.3147      
BO-14D:MA-QD               134.4067      
BO-14D:MA-B                135.2826      
BO-15U:MA-CV               136.1585      
BO-15U:MA-CH               139.9005      
BO-15U:MA-QF               140.2505      
BO-15D:MA-B                145.2184      
BO-16U:MA-SF               149.8862      
BO-16U:MA-QF               150.1862      
BO-16D:MA-QD               154.2782      
BO-16D:MA-B                155.1541      
BO-17U:MA-CV               156.0300      
BO-17U:MA-CH               159.7720      
BO-17U:MA-QF               160.1220      
BO-17D:MA-B                165.0899      
BO-18U:MA-SD               165.9657      
BO-18U:MA-SF               169.7577      
BO-18U:MA-QF               170.0577      
BO-18D:MA-QD               174.1497      
BO-18D:MA-B                175.0256      
BO-19U:MA-CV               175.9015      
BO-19U:MA-CH               179.6435      
BO-19U:MA-QF               179.9935      
BO-19D:MA-B                184.9614      
BO-20U:MA-SF               189.6292      
BO-20U:MA-QF               189.9292      
BO-20D:MA-QD               194.0212      
BO-20D:MA-B                194.8971      
BO-21U:MA-CV               195.7730      
BO-21U:MA-CH               199.5150      
BO-21U:MA-QF               199.8650      
BO-21D:MA-B                204.8329      
BO-22U:MA-SF               209.5007      
BO-22U:MA-QF               209.8007      
BO-22D:MA-QD               213.8927      
BO-22D:MA-B                214.7686      
BO-23U:MA-SD               215.6445      
BO-23U:MA-CV               216.0445      
BO-23U:MA-CH               219.3865      
BO-23U:MA-QF               219.7365      
BO-23D:MA-B                224.7044      
BO-24U:MA-SF               229.3722      
BO-24U:MA-QF               229.6722      
BO-24D:MA-QD               233.7642      
BO-24D:MA-B                234.6401      
BO-25U:MA-CV               235.5160      
BO-25U:MA-CH               239.2580      
BO-25U:MA-QF               239.6080      
BO-25D:MA-B                244.5759      
BO-26U:MA-SF               249.2437      
BO-26U:MA-QF               249.5437      
BO-26D:MA-QD               253.6357      
BO-26D:MA-B                254.5116      
BO-27U:MA-CV               255.3875      
BO-27U:MA-CH               259.1295      
BO-27U:MA-QF               259.4795      
BO-27D:MA-B                264.4473      
BO-28U:MA-SD               265.3232      
BO-28U:MA-SF               269.1152      
BO-28U:MA-QF               269.4152      
BO-28D:MA-QD               273.5072      
BO-28D:MA-B                274.3831      
BO-29U:MA-CV               275.2590      
BO-29U:MA-CH               279.0010      
BO-29U:MA-QF               279.3510      
BO-29D:MA-B                284.3188      
BO-30U:MA-SF               288.9867      
BO-30U:MA-QF               289.2867      
BO-30D:MA-QD               293.3787      
BO-30D:MA-B                294.2546      
BO-31U:MA-CV               295.1305      
BO-31U:MA-CH               298.8725      
BO-31U:MA-QF               299.2225      
BO-31D:MA-B                304.1903      
BO-32U:MA-SF               308.8582      
BO-32U:MA-QF               309.1582      
BO-32D:MA-QD               313.2502      
BO-32D:MA-B                314.1261      
BO-33U:MA-SD               315.0020      
BO-33U:MA-CV               315.4020      
BO-33U:MA-CH               318.7440      
BO-33U:MA-QF               319.0940      
BO-33D:MA-B                324.0618      
BO-34U:MA-SF               328.7297      
BO-34U:MA-QF               329.0297      
BO-34D:MA-QD               333.1217      
BO-34D:MA-B                333.9976      
BO-35U:MA-CV               334.8735      
BO-35U:MA-CH               338.6155      
BO-35U:MA-QF               338.9655      
BO-35D:MA-B                343.9333      
BO-36U:MA-SF               348.6012      
BO-36U:MA-QF               348.9012      
BO-36D:MA-QD               352.9932      
BO-36D:MA-B                353.8691      
BO-37U:MA-CV               354.7450      
BO-37U:MA-CH               358.4870      
BO-37U:MA-QF               358.8370      
BO-37D:MA-B                363.8048      
BO-38U:MA-SD               364.6807      
BO-38U:MA-SF               368.4727      
BO-38U:MA-QF               368.7727      
BO-38D:MA-QD               372.8647      
BO-38D:MA-B                373.7406      
BO-39U:MA-CV               374.6165      
BO-39U:MA-CH               378.3585      
BO-39U:MA-QF               378.7085      
