# HEADER
# ======
# label             si-id-delta52-horizontal
# harmonics         0
# main_harmonic     0 normal
# rescaling_factor  1.0
# units             mm   T.m T.m


# KParam    By[T]*Lamba[m]    Bx[T]*Lambda[m]
# ==========================================
00.00	1.375501e-03	0.000000e+00
00.13	1.884313e-03	0.000000e+00
00.26	2.393007e-03	0.000000e+00
00.39	2.901555e-03	0.000000e+00
00.53	3.409923e-03	0.000000e+00
00.66	3.918081e-03	0.000000e+00
00.79	4.425997e-03	0.000000e+00
00.92	4.933640e-03	0.000000e+00
01.05	5.440979e-03	0.000000e+00
01.18	5.947982e-03	0.000000e+00
01.31	6.454619e-03	0.000000e+00
01.44	6.960857e-03	0.000000e+00
01.58	7.466666e-03	0.000000e+00
01.71	7.972014e-03	0.000000e+00
01.84	8.476870e-03	0.000000e+00
01.97	8.981204e-03	0.000000e+00
02.10	9.484984e-03	0.000000e+00
02.23	9.988178e-03	0.000000e+00
02.36	1.049076e-02	0.000000e+00
02.49	1.099269e-02	0.000000e+00
02.62	1.149394e-02	0.000000e+00
02.76	1.199449e-02	0.000000e+00
02.89	1.249429e-02	0.000000e+00
03.02	1.299332e-02	0.000000e+00
03.15	1.349156e-02	0.000000e+00
03.28	1.398895e-02	0.000000e+00
03.41	1.448549e-02	0.000000e+00
03.54	1.498114e-02	0.000000e+00
03.68	1.547585e-02	0.000000e+00
03.81	1.596962e-02	0.000000e+00
03.94	1.646240e-02	0.000000e+00
04.07	1.695416e-02	0.000000e+00
04.20	1.744488e-02	0.000000e+00
04.33	1.793452e-02	0.000000e+00
04.46	1.842306e-02	0.000000e+00
04.59	1.891046e-02	0.000000e+00
04.73	1.939669e-02	0.000000e+00
04.86	1.988173e-02	0.000000e+00
04.99	2.036554e-02	0.000000e+00
05.12	2.084809e-02	0.000000e+00
05.25	2.132936e-02	0.000000e+00
05.38	2.180931e-02	0.000000e+00
05.51	2.228792e-02	0.000000e+00
05.64	2.276515e-02	0.000000e+00
05.78	2.324098e-02	0.000000e+00
05.91	2.371537e-02	0.000000e+00
06.04	2.418831e-02	0.000000e+00
06.17	2.465975e-02	0.000000e+00
06.30	2.512966e-02	0.000000e+00
06.43	2.559803e-02	0.000000e+00
06.56	2.606482e-02	0.000000e+00
06.69	2.653000e-02	0.000000e+00
06.83	2.699355e-02	0.000000e+00
06.96	2.745543e-02	0.000000e+00
07.09	2.791561e-02	0.000000e+00
07.22	2.837408e-02	0.000000e+00
07.35	2.883079e-02	0.000000e+00
07.48	2.928573e-02	0.000000e+00
07.61	2.973886e-02	0.000000e+00
07.74	3.019015e-02	0.000000e+00
07.88	3.063958e-02	0.000000e+00
08.01	3.108712e-02	0.000000e+00
08.14	3.153275e-02	0.000000e+00
08.27	3.197643e-02	0.000000e+00
08.40	3.241814e-02	0.000000e+00
08.53	3.285784e-02	0.000000e+00
08.66	3.329552e-02	0.000000e+00
08.79	3.373115e-02	0.000000e+00
08.93	3.416470e-02	0.000000e+00
09.06	3.459614e-02	0.000000e+00
09.19	3.502544e-02	0.000000e+00
09.32	3.545258e-02	0.000000e+00
09.45	3.587754e-02	0.000000e+00
09.58	3.630029e-02	0.000000e+00
09.71	3.672079e-02	0.000000e+00
09.84	3.713903e-02	0.000000e+00
09.97	3.755498e-02	0.000000e+00
10.11	3.796861e-02	0.000000e+00
10.24	3.837990e-02	0.000000e+00
10.37	3.878882e-02	0.000000e+00
10.50	3.919535e-02	0.000000e+00
10.63	3.959947e-02	0.000000e+00
10.76	4.000114e-02	0.000000e+00
10.89	4.040034e-02	0.000000e+00
11.03	4.079705e-02	0.000000e+00
11.16	4.119124e-02	0.000000e+00
11.29	4.158290e-02	0.000000e+00
11.42	4.197198e-02	0.000000e+00
11.55	4.235848e-02	0.000000e+00
11.68	4.274237e-02	0.000000e+00
11.81	4.312362e-02	0.000000e+00
11.94	4.350221e-02	0.000000e+00
12.08	4.387811e-02	0.000000e+00
12.21	4.425131e-02	0.000000e+00
12.34	4.462178e-02	0.000000e+00
12.47	4.498950e-02	0.000000e+00
12.60	4.535444e-02	0.000000e+00
12.73	4.571658e-02	0.000000e+00
12.86	4.607591e-02	0.000000e+00
12.99	4.643239e-02	0.000000e+00
13.12	4.678601e-02	0.000000e+00
13.26	4.713674e-02	0.000000e+00
13.39	4.748456e-02	0.000000e+00
13.52	4.782946e-02	0.000000e+00
13.65	4.817140e-02	0.000000e+00
13.78	4.851038e-02	0.000000e+00
13.91	4.884636e-02	0.000000e+00
14.04	4.917933e-02	0.000000e+00
14.18	4.950926e-02	0.000000e+00
14.31	4.983614e-02	0.000000e+00
14.44	5.015995e-02	0.000000e+00
14.57	5.048066e-02	0.000000e+00
14.70	5.079826e-02	0.000000e+00
14.83	5.111272e-02	0.000000e+00
14.96	5.142403e-02	0.000000e+00
15.09	5.173217e-02	0.000000e+00
15.23	5.203712e-02	0.000000e+00
15.36	5.233886e-02	0.000000e+00
15.49	5.263737e-02	0.000000e+00
15.62	5.293264e-02	0.000000e+00
15.75	5.322463e-02	0.000000e+00
15.88	5.351335e-02	0.000000e+00
16.01	5.379876e-02	0.000000e+00
16.14	5.408086e-02	0.000000e+00
16.28	5.435962e-02	0.000000e+00
16.41	5.463502e-02	0.000000e+00
16.54	5.490706e-02	0.000000e+00
16.67	5.517571e-02	0.000000e+00
16.80	5.544096e-02	0.000000e+00
16.93	5.570278e-02	0.000000e+00
17.06	5.596117e-02	0.000000e+00
17.19	5.621611e-02	0.000000e+00
17.32	5.646758e-02	0.000000e+00
17.46	5.671557e-02	0.000000e+00
17.59	5.696006e-02	0.000000e+00
17.72	5.720103e-02	0.000000e+00
